id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,category_id,custom_allergens,calories
670abaf22b7b7acd38bbe472,Pure Eats Stir fry,66e99466351d5306ad498460,Chicken Tinga,41742,41742.8,"chicken thighs stewed in tomatillos, chipotle peppers, tomatoes, garlic and spices",,1,1/2 cup,,"Chicken, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Tomatillo, Onions, Chipotle Peppers, Garlic, Canola Oil, Bay Leaf, Oregano, Thyme, Marjoram",66e99466351d5306ad498460,,120
670abaf22b7b7acd38bbe478,Pure Eats Stir fry,66e99466351d5306ad498460,Beef Taco Meat,21255,21255.7,"Latin seasoned ground beef, accented with chipotle peppers, lime and cilantro will add flavor to your palate!",,2,4 ounce,,"Beef, Tomato puree (tomato puree, water, tomato paste, citric acid), Green Bell Peppers, Onions, Canola Oil, Lime, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Garlic, Cumin, Garlic, Onion, Black Pepper, Cilantro, Chipotle Chile Pepper (Chipotle Chili Pepper and Silicon Dioxide)",66e99466351d5306ad498460,,230
670abaf22b7b7acd38bbe47e,Pure Eats Stir fry,66e99466351d5306ad498460,Mexican Rice,45929,45929.0,Traditional Mexican rice with spices and vegetables,,3,1 cup,,"Water, Long Grain White Rice, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Mixed Vegetables, Onions, Canola Oil, Garlic, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Salt, Cumin",66e99466351d5306ad498460,,210
670abaf22b7b7acd38bbe483,Pure Eats Stir fry,66e99466351d5306ad498460,Black Bean Sofrito,56230,56230.1,,,4,1/2 cup,,"Black Beans, Water, Onions, Green Bell Peppers, Lime Juice, Garlic, Chili Peppers, Red Bell Peppers, Canola Oil, Red Wine Vinegar, Cilantro, Hot Sauce (vinegar, red pepper, salt), Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Salt, Cumin, Oregano, Bay Leaf",66e99466351d5306ad498460,,210
670abaf22b7b7acd38bbe48b,Pure Eats Stir fry,66e99466351d5306ad498460,"6"" Corn Tortilla",47193,47193.0,,,5,1 each,,"Corn Tortilla (Corn, Water, Preservatives, Xanthan Gum, Lime)",66e99466351d5306ad498460,,50
670abaf22b7b7acd38bbe48e,Pure Eats Stir fry,66e99466351d5306ad498460,Guacamole,15954,15954.5,Homemade guacamole with fresh cilantro,,6,3 ounce,,"Avocado, Lime, Onions, Jalapeno, Cilantro, Salt, Black Pepper",66e99466351d5306ad498460,,100
670abaf22b7b7acd38bbe493,Pure Eats Stir fry,66e99466351d5306ad498460,Pico de Gallo,8087,8087.0,,,7,1 ladle-1oz,,"Tomatoes, Jalapeno, Lime, Onions, Cilantro, Salt",66e99466351d5306ad498460,,5
670abaf22b7b7acd38bbe49a,Pure Eats Stir fry,66e99466351d5306ad498460,Shredded Romaine,81493,81493.0,,,8,1 cup,,Shredded Lettuce,66e99466351d5306ad498460,,10
670abaf22b7b7acd38bbe4a0,Pure Eats Stir fry,66e99466351d5306ad498460, Diced Onions,13404,13404.3,,,9,1/4 cup,,Onions,66e99466351d5306ad498460,,15
670abaf22b7b7acd38bbe4a5,Pure Eats Stir fry,66e99466351d5306ad498460,Chopped Cilantro,33689,33689.0,Cilantro Chopped,,10,1 tsp,,Cilantro,66e99466351d5306ad498460,,0
670abaf22b7b7acd38bbe4aa,Pure Eats Stir fry,66e99466351d5306ad498460,Salsa Verde,112139,112139.0,"Authentic Mexican ""salsa verde,"" or ""green Sauce,"" prepared with tomatillos, serrano chiles, cilantro, garlic and, onion.",,11,4 floz,,"Tomatillo, Cilantro, Onions, Jalapeno, Lime, Garlic, Salt",66e99466351d5306ad498460,,10
670abaf22b7b7acd38bbe4ad,Pure Eats Stir fry,66e99466351d5306ad498460,Salsa Rojas,100235,100235.4,,,12,1 ounce,,"Tomatoes, Chipotle Peppers, Onions, Chili Peppers, Garlic, Jalapeno, Mexican Oregano",66e99466351d5306ad498460,,15
670abaf22b7b7acd38bbe4b5,Pure Eats Stir fry,66e99466351d5306ad498460,White Rice,103814,103814.0,White Rice Cooked with Canola Oil and Salt,,13,1/2 cup,,"Water, Long Grain White Rice, Canola Oil, Salt",66e99466351d5306ad498460,,120
