id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,category_id,custom_allergens,calories
670ab1f42b7b7acd385eaad0,Salad Bar 1,66e1fc2de45d43074be3a0fe,Paprika Roasted Cauliflower,32841,32841.0,Roasted Cauliflower Seasoned with Paprika,,9,1 ounce,,"Cauliflower, Olive Oil, Paprika (Paprika and Silicon Dioxide), Salt",66e1fc2de45d43074be3a0fe,,30
670ab1f42b7b7acd385eaa7a,Salad Bar 1,66e1fc2de45d43074be3a0fe,Blanched Broccoli,16207,16207.15,,,10,1 ounce,,"Water, Water, Broccoli, Salt",66e1fc2de45d43074be3a0fe,,10
670ab1f42b7b7acd385eaabc,Salad Bar 1,66e1fc2de45d43074be3a0fe,Cherry Tomatoes,62343,62343.0,,,11,1 ounce,,Tomatoes,66e1fc2de45d43074be3a0fe,,5
670ab1f42b7b7acd385eaaff,Salad Bar 1,66e1fc2de45d43074be3a0fe,Tri-Color Quinoa Blend,134217,134217.0,"Perfectly blended white, red and black quinoa combine for a unique texture, complex flavor profile and stunning visual presentation.",,14,1 ounce,,"Water, Tri-Color Quinoa, Vegetable Base, Salt",66e1fc2de45d43074be3a0fe,,35
670ab1f42b7b7acd385eaad8,Salad Bar 1,66e1fc2de45d43074be3a0fe,Sliced Red Onion,14918,14918.0,,,15,1 ounce,,Onions,66e1fc2de45d43074be3a0fe,,10
670ab1f42b7b7acd385eaa8a,Salad Bar 1,66e1fc2de45d43074be3a0fe,Sliced Beets,1119,1119.0,,,16,1/4 cup,,"Beets (Beets, water, salt)",66e1fc2de45d43074be3a0fe,,20
670ab1f42b7b7acd385eaa95,Salad Bar 1,66e1fc2de45d43074be3a0fe,Roasted Brussels Sprouts,33992,33992.64,Roasted Brussel Sprouts,,17,1 cup,,"Brussels Sprouts, Olive Oil, Salt, Black Pepper",66e1fc2de45d43074be3a0fe,,90
670ab1f42b7b7acd385eaa80,Salad Bar 1,66e1fc2de45d43074be3a0fe,Artichoke Hearts,61230,61230.0,,,18,1/4 cup,,"Artichoke hearts (Artichoke Hearts, Water, Salt and Citric Acid)",66e1fc2de45d43074be3a0fe,,30
670ab1f42b7b7acd385eaa88,Salad Bar 1,66e1fc2de45d43074be3a0fe,Roasted Mushrooms,17023,17023.4,,,19,1/4 cup,,"Mushrooms, Canola Oil, Black Pepper, Salt",66e1fc2de45d43074be3a0fe,,25
670ab1f42b7b7acd385eaa69,Salad Bar 1,66e1fc2de45d43074be3a0fe,Hard Boiled Egg,69542,69542.0,,,21,2 ounce,,Egg,66e1fc2de45d43074be3a0fe,,90
670ab1f42b7b7acd385eadc2,Salad Bar 2,66e1fc2de45d43074be3a10d,Honey Sriracha Tofu,154104,154104.0,,,1,4 ounce,,"Tofu, Honey, Chili Garlic Sriracha Sauce, Lemon Juice, Canola Oil, Tamari Soy Sauce, Ginger (Ginger and Sulfur Dioxide)",66e1fc2de45d43074be3a10d,,140
670ab1f42b7b7acd385eadcc,Salad Bar 2,66e1fc2de45d43074be3a10d,Cottage Cheese,1746,1746.4,Creamy and delicious.,,2,1 ounce,,1% Cottage Cheese,66e1fc2de45d43074be3a10d,,20
670ab1f42b7b7acd385eaddd,Salad Bar 2,66e1fc2de45d43074be3a10d,Shredded Cheddar Cheese,3664,3664.7,,,3,1 tbsp,,Cheddar Cheese,66e1fc2de45d43074be3a10d,,30
670ab1f42b7b7acd385eadd3,Salad Bar 2,66e1fc2de45d43074be3a10d,Croutons,31698,31698.1,Croutons to add to a salad,,4,1 ounce,,"French Baguette, Garlic, Salt, Canola Oil",66e1fc2de45d43074be3a10d,,80
670ab1f42b7b7acd385eace5,Salad Bar 2,66e1fc2de45d43074be3a10d,Roasted Sunflower Seeds,62349,62349.0,,,6,1 tsp,,Sunflower Seeds,66e1fc2de45d43074be3a10d,,15
670ab1f42b7b7acd385ead84,Salad Bar 2,66e1fc2de45d43074be3a10d,Extra Virgin Olive Oil,63338,63338.2,,,7,1 floz,,Olive Oil,66e1fc2de45d43074be3a10d,,240
670ab1f42b7b7acd385ead7e,Salad Bar 2,66e1fc2de45d43074be3a10d,Balsamic Vinegar,47957,47957.11,,,8,1/2 floz,,Balsamic Vinegar,66e1fc2de45d43074be3a10d,,15
670ab1f42b7b7acd385ead79,Salad Bar 2,66e1fc2de45d43074be3a10d,Red Wine Vinegar,62369,62369.0,,,9,1/2 floz,,Red Wine Vinegar,66e1fc2de45d43074be3a10d,,0
670ab1f42b7b7acd385ead73,Salad Bar 2,66e1fc2de45d43074be3a10d,Blue Cheese Crumbles,47711,47711.1,,,10,1 tbsp,,Blue Cheese,66e1fc2de45d43074be3a10d,,30
670ab1f42b7b7acd385eada1,Composed Salad,66e1fc2de45d43074be3a10e,Chopped Romaine Lettuce,47799,47799.3,,,1,1/2 cup,,Chopped Lettuce,66e1fc2de45d43074be3a10e,,0
670ab1f42b7b7acd385eadb2,Composed Salad,66e1fc2de45d43074be3a10e,Chopped Iceberg Lettuce,62522,62522.0,,,2,1 cup,,Lettuce,66e1fc2de45d43074be3a10e,,10
670ab1f42b7b7acd385eadae,Composed Salad,66e1fc2de45d43074be3a10e,Spring Mix,47795,47795.1,,,3,1 cup,,Spring Lettuce Salad Mix,66e1fc2de45d43074be3a10e,,5
670ab1f42b7b7acd385eab07,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Regular Vegan Tofu Carrot Cupcakes					,102820,102820.3,,,1,4 oz portion,,"Carrots, All Purpose Flour, Vanilla Icing, Tofu, Raisins, Brown Sugar (sugar, cane syrups), Orange Juice, Canola Oil, Vanilla Extract, Baking Powder, Salt, Baking Soda, Cinnamon",66e1fc2de45d43074be3a0fc,,330
670ab1f42b7b7acd385eab0f,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Blondies,4647,4647.9,Simple and tasty blondie that can be jazzed up to your liking.,,2,1 serving(s),,"Yellow Cake Mix, Liquid Egg, Brown Sugar (sugar, cane syrups), Butter",66e1fc2de45d43074be3a0fc,,340
670ab1f42b7b7acd385eab1f,Bakery-Dessert,66e1fc2de45d43074be3a0fc,Double Chocolate Chip Cookies,1102,1102.5,,,3,1 each,,Double Chocolate Chip Cookie Dough,66e1fc2de45d43074be3a0fc,,120
670ab1f42b7b7acd385eadba,Soup,66e1fc2de45d43074be3a10f,"Crackers, Saltine, 2 CT, Zesta",1909,1909.0,,,1,1 each,,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), soybean oil (with TBHQ for freshness), salt, corn syrup. Contains 2% or less of baking soda, yeast, soy lecithin.
Contains: Wheat, Soy. ",66e1fc2de45d43074be3a10f,,25
670ab1f42b7b7acd385ead98,Soup,66e1fc2de45d43074be3a10f,Three Bean Vegetable Minestrone,102076,102076.0,"Fresh vegetables, cannellni beans, chickpeas, kidney beans, and fresh herbs",,2,4 ounce,,"Water, Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Cannellini Beans (White Kidney Beans, Water, Salt, Calcium Chloride, Disodium Edta), Kidney Beans, Chick peas (Chick Peas, Water, Salt, Mustard, Calcium Chloride, Disodium EDTA), Onions, Tomato puree (tomato puree, water, tomato paste, citric acid), Squash, Carrots, Green Beans, Zucchini, Celery, Pasta, Vegetable Base, Canola Oil, Salt, Green Onions, Garlic, Bay Leaf, Garlic, Basil, Parsley, White Wine Vinegar, Fresh Ground Black Pepper, Granulated Onion, Basil, Oregano, Red Pepper",66e1fc2de45d43074be3a10f,,60
670ab1f42b7b7acd385ead92,Soup,66e1fc2de45d43074be3a10f,Avgolemono,66509,66509.0,Traditional Greek lemony chicken soup thickened with egg,,3,1-1/2 cup,,"Waters, Chicken, Chicken Bones, Egg, Onions, Lemon Juice, Carrots, Celery, Parsley, Garlic, Salt, Dill, Thyme, Bay Leaf, Black Pepper, Black Pepper",66e1fc2de45d43074be3a10f,,80
670ab1f42b7b7acd385eac0f,Pantry 1,66e1fc2de45d43074be3a10a,English Muffin,63633,63633.0,,,1,1 each,,English Muffin,66e1fc2de45d43074be3a10a,,150
670ab1f42b7b7acd385eac29,Pantry 1,66e1fc2de45d43074be3a10a,White Bread,1251,1251.0,,,2,2 slice,,White Bread,66e1fc2de45d43074be3a10a,,150
670ab1f42b7b7acd385eac20,Pantry 1,66e1fc2de45d43074be3a10a,Whole Wheat Bread,1390,1390.6,,,3,2 slice,,Whole Wheat Bread,66e1fc2de45d43074be3a10a,,150
670ab1f42b7b7acd385eac1e,Pantry 1,66e1fc2de45d43074be3a10a,Plain Bagel,63651,63651.6,,,4,1 each,,Plain Bagel,66e1fc2de45d43074be3a10a,,300
670ab1f42b7b7acd385eac0d,Pantry 1,66e1fc2de45d43074be3a10a,Cinnamon Raisin Bread,62272,62272.13,,,5,1 slice,,Raisin Bread,66e1fc2de45d43074be3a10a,,70
670ab1f42b7b7acd385eab5a,Pantry 1,66e1fc2de45d43074be3a10a,Frosted Flakes,63313,63313.7,,,6,1 cup,,Frosted Flakes Cereal,66e1fc2de45d43074be3a10a,,130
670ab1f42b7b7acd385eab31,Pantry 1,66e1fc2de45d43074be3a10a,Froot Loops,82071,82071.2,,,7,1 cup,,Fruit Loops Cereal,66e1fc2de45d43074be3a10a,,110
670ab1f42b7b7acd385eab63,Pantry 1,66e1fc2de45d43074be3a10a,Cinnamon Toast Crunch,82256,82256.3,,,8,1 cup,,Cinnamon Toast Crunch,66e1fc2de45d43074be3a10a,,170
670ab1f42b7b7acd385eab2e,Pantry 1,66e1fc2de45d43074be3a10a,Raisin Bran,82071,82071.5,,,9,1 cup,,Raisin Bran,66e1fc2de45d43074be3a10a,,190
670ab1f42b7b7acd385eab27,Pantry 1,66e1fc2de45d43074be3a10a,Special K,63313,63313.11,,,10,1 cup,,Special K Cereal,66e1fc2de45d43074be3a10a,,120
670ab1f42b7b7acd385eac30,Pantry 1,66e1fc2de45d43074be3a10a,Banana,1318,1318.0,,,11,1 each,,Banana,66e1fc2de45d43074be3a10a,,110
670ab1f42b7b7acd385eac37,Pantry 1,66e1fc2de45d43074be3a10a,Orange,64062,64062.0,,,12,1 each,,Orange,66e1fc2de45d43074be3a10a,,60
670ab1f42b7b7acd385eac15,Pantry 1,66e1fc2de45d43074be3a10a,Apple,1638,1638.0,,,13,1 each,,Apples,66e1fc2de45d43074be3a10a,,70
